country,year,event,event_notes,domestic_notes,external_notes
Costa Rica,1983.0,Inflation Crisis,Inflation level: 32.6,,Oil and interest rate shocks
Costa Rica,1987.0,Banking Crisis,"In 1987, public banks accounting for 90% of banking system loans were in financial distress, with 32% of loans considered uncollectable.",,Oil and interest rate shocks
Costa Rica,1987.0,Systemic Crisis,,,Oil and interest rate shocks
Costa Rica,1987.0,Currency Crisis,,,Oil and interest rate shocks
Costa Rica,1988.0,Banking Crisis,"In 1987, public banks accounting for 90% of banking system loans were in financial distress, with 32% of loans considered uncollectable.",,Oil and interest rate shocks
Costa Rica,1988.0,Systemic Crisis,,,Oil and interest rate shocks
Costa Rica,1988.0,Inflation Crisis,Inflation level: 20.8,,Oil and interest rate shocks
Costa Rica,1989.0,Banking Crisis,"In 1987, public banks accounting for 90% of banking system loans were in financial distress, with 32% of loans considered uncollectable.",,Oil and interest rate shocks
Costa Rica,1989.0,Systemic Crisis,,,Oil and interest rate shocks
Costa Rica,1990.0,Banking Crisis,"In 1987, public banks accounting for 90% of banking system loans were in financial distress, with 32% of loans considered uncollectable.",,Oil and interest rate shocks
Costa Rica,1990.0,Systemic Crisis,,,Oil and interest rate shocks
Costa Rica,1991.0,Banking Crisis,"In 1987, public banks accounting for 90% of banking system loans were in financial distress, with 32% of loans considered uncollectable.",,
Costa Rica,1991.0,Systemic Crisis,,,
Costa Rica,1991.0,Currency Crisis,,,
Costa Rica,1991.0,Inflation Crisis,Inflation level: 28.7,,
Costa Rica,1992.0,Inflation Crisis,Inflation level: 21.8,,
Costa Rica,1994.0,Banking Crisis,"The third largest bank, Banco Anglo Costarricense, a state-owned institution with 17% of deposits was closed.",,
Costa Rica,1994.0,Systemic Crisis,,,
Costa Rica,1995.0,Banking Crisis,"The third largest bank, Banco Anglo Costarricense, a state-owned institution with 17% of deposits was closed.",,
Costa Rica,1995.0,Systemic Crisis,,,
Costa Rica,1995.0,Currency Crisis,,,
Costa Rica,1995.0,Inflation Crisis,Inflation level: 23.2,,
Costa Rica,1996.0,Banking Crisis,,,
CoteD'Ivoire,1943.0,Currency Crisis,,,
CoteD'Ivoire,1944.0,Currency Crisis,,,
CoteD'Ivoire,1945.0,Currency Change,New currency: CFA franc,,
CoteD'Ivoire,1958.0,Inflation Crisis,Inflation level: 21.2,,
CoteD'Ivoire,1960.0,Gain of Independence,,,
CoteD'Ivoire,1977.0,Inflation Crisis,Inflation level: 24.5,,
CoteD'Ivoire,1979.0,Inflation Crisis,Inflation level: 21.8,,
CoteD'Ivoire,1988.0,Banking Crisis,"Four large banks (90% of banking system loans) were affected; three or four insolvent, six government banks closed.",,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1988.0,Systemic Crisis,,,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1989.0,Banking Crisis,"Four large banks (90% of banking system loans) were affected; three or four insolvent, six government banks closed.",,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1989.0,Systemic Crisis,,,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1990.0,Banking Crisis,"Four large banks (90% of banking system loans) were affected; three or four insolvent, six government banks closed.",,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1990.0,Systemic Crisis,,,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1991.0,Banking Crisis,"Four large banks (90% of banking system loans) were affected; three or four insolvent, six government banks closed.",,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1991.0,Systemic Crisis,,,Oil and interest rate shocks; Soviet collapse
CoteD'Ivoire,1994.0,Currency Crisis,,,
CoteD'Ivoire,1994.0,Inflation Crisis,Inflation level: 26.0,,
Denmark,1800.0,Inflation Crisis,Inflation level: 48.3,,
Denmark,1813.0,Banking Crisis,"Government declared it could not redeem Deposit Bank’s Courant notes at original value—form of bankruptcy which diminished its public debt because notes were held by the people. New Royal Bank established; Courantbank, Specie Bank, and Deposit Bank abolished.","During the crisis, foreign debts were serviced but domestic debt was reduced by 39 percent.",
Denmark,1813.0,Systemic Crisis,,"During the crisis, foreign debts were serviced but domestic debt was reduced by 39 percent.",
Denmark,1857.0,Banking Crisis,Jonung and Hagberg (2002); Financial crisis led the National bank to assume central bank responsibilities through the 1860s.,,
Denmark,1857.0,Systemic Crisis,,,
Denmark,1872.0,Gold Standard Adoption,,,
Denmark,1873.0,Currency Change,New currency: Krone,,
Denmark,1877.0,Banking Crisis,Industrial Bank diverted half its capital stock to cover losses; two provincial banks failed—led to lull in banking business.,,
Denmark,1877.0,Systemic Crisis,,,
Denmark,1885.0,Banking Crisis,Jonung and Hagberg (2002); National Bank intervened to provide support for commercial and savings banks.,,
Denmark,1885.0,Systemic Crisis,,,
Denmark,1902.0,Banking Crisis,Important bank failure led to suspension of Freeholders’ Bank and bank runs on other institutions. The National Bank helped alleviate panic—took on five remaining banks and suspended banks’ liabilities.,,
Denmark,1902.0,Systemic Crisis,,,
Denmark,1907.0,Banking Crisis,"Turbulence in the world markets and Germany and nonperforming assets led to decreased confidence. Consortium of five leading banks assisted and guaranteed the liabilities of weak banks, leading to a quick recovery.",,
Denmark,1914.0,Banking Crisis,,,
Denmark,1915.0,Gold Standard Suspension,,,
Denmark,1916.0,Inflation Crisis,Inflation level: 25.9,,
Denmark,1918.0,Currency Crisis,,,
Denmark,1919.0,Currency Crisis,,,
Denmark,1920.0,Currency Crisis,,,
Denmark,1920.0,Inflation Crisis,Inflation level: 24.2,,
Denmark,1921.0,Banking Crisis,,,
Denmark,1921.0,Systemic Crisis,,,
Denmark,1927.0,Gold Standard Adoption,,,
Denmark,1931.0,Banking Crisis,,,
Denmark,1931.0,Systemic Crisis,,,
Denmark,1932.0,Gold Standard Suspension,,,
Denmark,1933.0,Currency Crisis,,,
Denmark,1940.0,Inflation Crisis,Inflation level: 27.7,,
Denmark,1950.0,Currency Crisis,,,
Denmark,1987.0,Banking Crisis,Cumulative loan losses over 1990–92 were 9 percent of loans; 40 of the 60 problem banks were merged.The collapse of two small banks shook the banking industry and led to moves to curb bank lending.,,
Denmark,1988.0,Banking Crisis,Cumulative loan losses over 1990–92 were 9 percent of loans; 40 of the 60 problem banks were merged.The collapse of two small banks shook the banking industry and led to moves to curb bank lending.,,
Denmark,1989.0,Banking Crisis,Cumulative loan losses over 1990–92 were 9 percent of loans; 40 of the 60 problem banks were merged.The collapse of two small banks shook the banking industry and led to moves to curb bank lending.,,
Denmark,1990.0,Banking Crisis,Cumulative loan losses over 1990–92 were 9 percent of loans; 40 of the 60 problem banks were merged.The collapse of two small banks shook the banking industry and led to moves to curb bank lending.,,
Denmark,1991.0,Banking Crisis,Cumulative loan losses over 1990–92 were 9 percent of loans; 40 of the 60 problem banks were merged.The collapse of two small banks shook the banking industry and led to moves to curb bank lending.,,
Denmark,1992.0,Banking Crisis,Cumulative loan losses over 1990–92 were 9 percent of loans; 40 of the 60 problem banks were merged.The collapse of two small banks shook the banking industry and led to moves to curb bank lending.,,
Denmark,2008.0,Banking Crisis,,,
Denmark,2008.0,Systemic Crisis,,,
Denmark,2009.0,Banking Crisis,,,
Denmark,2010.0,Banking Crisis,,,
Denmark,2011.0,Banking Crisis,,,
Denmark,2012.0,Banking Crisis,,,
Denmark,2013.0,Banking Crisis,,,
Denmark,2014.0,Banking Crisis,,,
Dominican Republic,1844.0,Gain of Independence,,,
Dominican Republic,1844.0,Currency Change,New currency: Dominican Republic peso,,
Dominican Republic,1876.0,Gold Standard Adoption,,,"Civil unrest and war, repudiations"
Dominican Republic,1894.0,Banking Crisis,National Bank failed after unsuccessfully trying to adopt the gold standard; bank notes not accepted anywhere.,,"Civil unrest and war, repudiations"
Dominican Republic,1894.0,Systemic Crisis,,,"Civil unrest and war, repudiations"
Dominican Republic,1918.0,Gold Standard Suspension,,,
Dominican Republic,1922.0,Gold Standard Adoption,,,
Dominican Republic,1933.0,Gold Standard Suspension,,,Hurricane and Depression
Dominican Republic,1943.0,Inflation Crisis,Inflation level: 20.0,,
Dominican Republic,1944.0,Inflation Crisis,Inflation level: 25.0,,
Dominican Republic,1980.0,Inflation Crisis,Inflation level: 21.7,,
Dominican Republic,1984.0,Inflation Crisis,Inflation level: 20.2,,Oil and interest rate shocks
Dominican Republic,1985.0,Inflation Crisis,Inflation level: 45.3,,Oil and interest rate shocks
Dominican Republic,1988.0,Inflation Crisis,Inflation level: 43.9,,Oil and interest rate shocks
Dominican Republic,1989.0,Inflation Crisis,Inflation level: 40.7,,Oil and interest rate shocks
Dominican Republic,1990.0,Inflation Crisis,Inflation level: 50.5,,Oil and interest rate shocks
Dominican Republic,1991.0,Inflation Crisis,Inflation level: 47.1,,Oil and interest rate shocks
Dominican Republic,1996.0,Banking Crisis,"The third largest bank, with a market share of 7% of assets, was intervened.",,
Dominican Republic,2003.0,Banking Crisis,The 2003 banking crisis started with the intervention of the third largest bank—with a market share of 10%. Deposit withdrawals had already started by,,
Dominican Republic,2003.0,Systemic Crisis,,,
Dominican Republic,2003.0,Inflation Crisis,Inflation level: 27.5,,
Dominican Republic,2004.0,Banking Crisis,The 2003 banking crisis started with the intervention of the third largest bank—with a market share of 10%. Deposit withdrawals had already started by,,
Dominican Republic,2004.0,Systemic Crisis,,,
Dominican Republic,2004.0,Inflation Crisis,Inflation level: 51.5,,
Ecuador,1830.0,Gain of Independence,,,
Ecuador,1874.0,Currency Change,New currency: sucre,,
Ecuador,1898.0,Gold Standard Adoption,,,
Ecuador,1915.0,Gold Standard Suspension,,,"Civil unrest, then Depression"
Ecuador,1921.0,Currency Crisis,,,"Civil unrest, then Depression"
Ecuador,1922.0,Currency Crisis,,,"Civil unrest, then Depression"
Ecuador,1924.0,Currency Crisis,,,"Civil unrest, then Depression"
Ecuador,1927.0,Gold Standard Adoption,,,"Civil unrest, then Depression"
Ecuador,1931.0,Currency Crisis,,,"Civil unrest, then Depression"
Ecuador,1933.0,Gold Standard Suspension,,,"Civil unrest, then Depression"
Ecuador,1934.0,Currency Crisis,,,"Civil unrest, then Depression"
Ecuador,1935.0,Currency Crisis,,,"Civil unrest, then Depression"
Ecuador,1938.0,Currency Crisis,,,"Civil unrest, then Depression"
Ecuador,1939.0,Inflation Crisis,Inflation level: 53.0,,"Civil unrest, then Depression"
Ecuador,1942.0,Inflation Crisis,Inflation level: 21.2,,"Civil unrest, then Depression"
Ecuador,1945.0,Inflation Crisis,Inflation level: 21.5,,"Civil unrest, then Depression"
Ecuador,1946.0,Inflation Crisis,Inflation level: 21.4,,"Civil unrest, then Depression"
Ecuador,1947.0,Inflation Crisis,Inflation level: 33.9,,"Civil unrest, then Depression"
Ecuador,1971.0,Currency Crisis,,,
Ecuador,1974.0,Inflation Crisis,Inflation level: 21.8,,
Ecuador,1981.0,Banking Crisis,Program exchanging domestic for foreign debt implemented to bail out banking system.,,
Ecuador,1981.0,Systemic Crisis,,,
Ecuador,1982.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1983.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1983.0,Inflation Crisis,Inflation level: 48.4,,Oil and interest rate shocks
Ecuador,1984.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1984.0,Inflation Crisis,Inflation level: 31.2,,Oil and interest rate shocks
Ecuador,1985.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1985.0,Inflation Crisis,Inflation level: 28.0,,Oil and interest rate shocks
Ecuador,1986.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1986.0,Inflation Crisis,Inflation level: 23.0,,Oil and interest rate shocks
Ecuador,1987.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1987.0,Inflation Crisis,Inflation level: 29.5,,Oil and interest rate shocks
Ecuador,1988.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1988.0,Inflation Crisis,Inflation level: 58.2,,Oil and interest rate shocks
Ecuador,1989.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1989.0,Inflation Crisis,Inflation level: 75.6,,Oil and interest rate shocks
Ecuador,1990.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1990.0,Inflation Crisis,Inflation level: 48.5,,Oil and interest rate shocks
Ecuador,1991.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1991.0,Inflation Crisis,Inflation level: 48.8,,Oil and interest rate shocks
Ecuador,1992.0,Currency Crisis,,,Oil and interest rate shocks
Ecuador,1992.0,Inflation Crisis,Inflation level: 54.3,,Oil and interest rate shocks
Ecuador,1993.0,Inflation Crisis,Inflation level: 45.0,,
Ecuador,1994.0,Inflation Crisis,Inflation level: 27.4,,
Ecuador,1995.0,Currency Crisis,,,
Ecuador,1995.0,Inflation Crisis,Inflation level: 22.9,,
Ecuador,1996.0,Banking Crisis,"Authorities intervened in several small financial institutions; by the end of 1995, 30 financial societies (sociedades financieras) and seven banks were receiving extensive liquidity support. In early 1996, the fifth largest commercial bank was intervened.",,
Ecuador,1996.0,Systemic Crisis,,,
Ecuador,1996.0,Currency Crisis,,,
Ecuador,1996.0,Inflation Crisis,Inflation level: 24.4,,
Ecuador,1997.0,Banking Crisis,"Authorities intervened in several small financial institutions; by the end of 1995, 30 financial societies (sociedades financieras) and seven banks were receiving extensive liquidity support. In early 1996, the fifth largest commercial bank was intervened.",,
Ecuador,1997.0,Systemic Crisis,,,
Ecuador,1997.0,Currency Crisis,,,
Ecuador,1997.0,Inflation Crisis,Inflation level: 30.6,,
Ecuador,1998.0,Banking Crisis,"60% of the banking system was intervened, taken over, or closed. Seven financial institutions, accounting for 25–30% of commercial banking assets, were closed in 1998–99. In March 1999, bank deposits were frozen for six months. By January 2000, 16 financial institutions, accounting for 65% of the assets, had either been closed (12) or taken over (four) by the governments. All deposits were unfrozen by March 2000.",,
Ecuador,1998.0,Systemic Crisis,,,
Ecuador,1998.0,Currency Crisis,,,
Ecuador,1998.0,Inflation Crisis,Inflation level: 36.1,,
Ecuador,1999.0,Banking Crisis,"60% of the banking system was intervened, taken over, or closed. Seven financial institutions, accounting for 25–30% of commercial banking assets, were closed in 1998–99. In March 1999, bank deposits were frozen for six months. By January 2000, 16 financial institutions, accounting for 65% of the assets, had either been closed (12) or taken over (four) by the governments. All deposits were unfrozen by March 2000.",,
Ecuador,1999.0,Systemic Crisis,,,
Ecuador,1999.0,Currency Crisis,,,
Ecuador,1999.0,Inflation Crisis,Inflation level: 52.2,,
Ecuador,2000.0,Banking Crisis,,,
Ecuador,2000.0,Currency Crisis,,,
Ecuador,2000.0,Inflation Crisis,Inflation level: 96.1,,
Ecuador,2001.0,Banking Crisis,,,
Ecuador,2001.0,Inflation Crisis,Inflation level: 37.7,,
Ecuador,2002.0,Banking Crisis,,,
Egypt,1831.0,Gain of Independence,,,Budget crisis: British and French intervention
Egypt,1895.0,Gold Standard Adoption,,,
Egypt,1907.0,Banking Crisis,Crisis due to credit abuse and issue of new securities.,,
Egypt,1907.0,Systemic Crisis,,,
Egypt,1915.0,Gold Standard Suspension,,,
Egypt,1917.0,Inflation Crisis,Inflation level: 35.5,,
Egypt,1920.0,Inflation Crisis,Inflation level: 20.6,,
Egypt,1925.0,Gold Standard Adoption,,,
Egypt,1931.0,Banking Crisis,Run on Cairo and Alexandria branches of German banks.,,
Egypt,1931.0,Systemic Crisis,,,
Egypt,1932.0,Gold Standard Suspension,,,
Egypt,1934.0,Inflation Crisis,Inflation level: 24.0,,
Egypt,1941.0,Inflation Crisis,Inflation level: 24.2,,
Egypt,1942.0,Inflation Crisis,Inflation level: 40.8,,
Egypt,1949.0,Currency Crisis,,,
Egypt,1962.0,Currency Crisis,,,
Egypt,1979.0,Currency Crisis,,,
Egypt,1980.0,Systemic Crisis,,,
Egypt,1980.0,Inflation Crisis,Inflation level: 20.5,,
Egypt,1981.0,Banking Crisis,The government closed several large investment companies.,,
Egypt,1981.0,Systemic Crisis,,,
Egypt,1982.0,Banking Crisis,The government closed several large investment companies.,,
Egypt,1982.0,Systemic Crisis,,,
Egypt,1983.0,Banking Crisis,The government closed several large investment companies.,,
Egypt,1983.0,Systemic Crisis,,,
Egypt,1986.0,Inflation Crisis,Inflation level: 23.9,,Oil and interest rate shocks
Egypt,1987.0,Inflation Crisis,Inflation level: 25.2,,Oil and interest rate shocks
Egypt,1989.0,Currency Crisis,,,Oil and interest rate shocks
Egypt,1989.0,Inflation Crisis,Inflation level: 20.1,,Oil and interest rate shocks
Egypt,1990.0,Banking Crisis,,,Oil and interest rate shocks
Egypt,1990.0,Currency Crisis,,,Oil and interest rate shocks
Egypt,1990.0,Inflation Crisis,Inflation level: 21.2,,Oil and interest rate shocks
Egypt,1991.0,Banking Crisis,Four public banks were given capital assistance.,,Oil and interest rate shocks
Egypt,1991.0,Currency Crisis,,,Oil and interest rate shocks
Egypt,1992.0,Banking Crisis,Four public banks were given capital assistance.,,Oil and interest rate shocks
Egypt,1992.0,Inflation Crisis,Inflation level: 21.1,,Oil and interest rate shocks
Egypt,1993.0,Banking Crisis,Four public banks were given capital assistance.,,
Egypt,1994.0,Banking Crisis,Four public banks were given capital assistance.,,
Egypt,1995.0,Banking Crisis,Four public banks were given capital assistance.,,
Egypt,2001.0,Currency Crisis,,,
Egypt,2003.0,Currency Crisis,,,
El Salvador,1838.0,Gain of Independence,,,Independence war and split from Central American Federation
El Salvador,1919.0,Currency Change,New currency: colon,,
El Salvador,1920.0,Gold Standard Adoption,,,
El Salvador,1932.0,Gold Standard Suspension,,,Depression
El Salvador,1944.0,Inflation Crisis,Inflation level: 30.1,,Depression
El Salvador,1973.0,Currency Crisis,,,
El Salvador,1985.0,Inflation Crisis,Inflation level: 22.3,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1986.0,Inflation Crisis,Inflation level: 31.9,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1987.0,Inflation Crisis,Inflation level: 24.8,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1988.0,Currency Crisis,,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1989.0,Banking Crisis,Nine state-owned commercial banks had nonperforming loans averaging 37%.,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1989.0,Systemic Crisis,,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1990.0,Banking Crisis,Nine state-owned commercial banks had nonperforming loans averaging 37%.,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1990.0,Systemic Crisis,,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1990.0,Inflation Crisis,Inflation level: 28.3,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1993.0,Inflation Crisis,Inflation level: 22.6,The only case in Latin America where there was a default in domestic debt that was NOT accompanied by external default.,
El Salvador,1998.0,Banking Crisis,,,
El Salvador,1999.0,Banking Crisis,,,
Finland,1877.0,Gold Standard Adoption,,,
Finland,1900.0,Banking Crisis,,,
Finland,1915.0,Currency Crisis,,,
Finland,1915.0,Inflation Crisis,Inflation level: 20.0,,
Finland,1915.0,Gold Standard Suspension,,,
Finland,1916.0,Inflation Crisis,Inflation level: 33.4,,
Finland,1917.0,Inflation Crisis,Inflation level: 93.7,,
Finland,1917.0,Gain of Independence,,,
Finland,1918.0,Inflation Crisis,Inflation level: 242.0,,
Finland,1919.0,Currency Crisis,,,
Finland,1920.0,Currency Crisis,,,
Finland,1921.0,Banking Crisis,,,
Finland,1921.0,Systemic Crisis,,,
Finland,1921.0,Currency Crisis,,,
Finland,1925.0,Gold Standard Adoption,,,
Finland,1931.0,Banking Crisis,"Jonung and Hagberg (2002); Recession began in 1929; many banks were stuck with large losses, which led to bankruptcies; the Bank of Finland faciliated with loans and mergers.",,
Finland,1931.0,Systemic Crisis,,,
Finland,1931.0,Currency Crisis,,,
Finland,1932.0,Currency Crisis,,,
Finland,1932.0,Gold Standard Suspension,,,
Finland,1939.0,Banking Crisis,,,
Finland,1939.0,Systemic Crisis,,,
Finland,1940.0,Inflation Crisis,Inflation level: 21.3,,
Finland,1945.0,Currency Crisis,,,
Finland,1945.0,Inflation Crisis,Inflation level: 82.5,,
Finland,1946.0,Currency Crisis,,,
Finland,1946.0,Inflation Crisis,Inflation level: 39.7,,
Finland,1947.0,Inflation Crisis,Inflation level: 42.0,,
Finland,1948.0,Currency Crisis,,,
Finland,1948.0,Inflation Crisis,Inflation level: 22.6,,
Finland,1950.0,Currency Crisis,,,
Finland,1963.0,Currency Crisis,,,
Finland,1967.0,Currency Crisis,,,
Finland,1991.0,Banking Crisis,Savings banks badly affected; government took control of three banks that together accounted for 31 percent of system deposits.,,
Finland,1991.0,Systemic Crisis,,,
Finland,1992.0,Banking Crisis,Savings banks badly affected; government took control of three banks that together accounted for 31 percent of system deposits.,,
Finland,1992.0,Systemic Crisis,,,
Finland,1992.0,Currency Crisis,,,
Finland,1993.0,Banking Crisis,Savings banks badly affected; government took control of three banks that together accounted for 31 percent of system deposits.,,
Finland,1993.0,Systemic Crisis,,,
Finland,1994.0,Banking Crisis,Savings banks badly affected; government took control of three banks that together accounted for 31 percent of system deposits.,,
Finland,1994.0,Systemic Crisis,,,
Finland,2005.0,Currency Crisis,,,
France,1802.0,Banking Crisis,Bank of France: “serious crisis.”,,
France,1802.0,Systemic Crisis,,,
France,1805.0,Banking Crisis,"Bank of France: Debt of 68 m fr with only 0.782 m fr in specie; used commercial paper, government bonds, and credit to buy specie (Spain, Treasury); occurred after formation of third coalition against France during preparations for Austerlitz; victory at Austerlitz (Dec. 2, 1805) restored much confidence.",,
France,1805.0,Systemic Crisis,,,
France,1806.0,Banking Crisis,"Bank of France: Debt of 68 m fr with only 0.782 m fr in specie; used commercial paper, government bonds, and credit to buy specie (Spain, Treasury); occurred after formation of third coalition against France during preparations for Austerlitz; victory at Austerlitz (Dec. 2, 1805) restored much confidence.",,
France,1806.0,Systemic Crisis,,,
France,1813.0,Currency Crisis,,,
France,1814.0,Currency Crisis,,,
France,1816.0,Currency Crisis,,,
France,1820.0,Inflation Crisis,Inflation level: 21.7,,
France,1827.0,Banking Crisis,Bankruptcies in Alsace.,,
France,1828.0,Banking Crisis,Bankruptcies in Alsace.,,
France,1838.0,Banking Crisis,Severe runs on banks in Paris after Bank of Belgium failed.,,
France,1838.0,Systemic Crisis,,,
France,1839.0,Banking Crisis,Severe runs on banks in Paris after Bank of Belgium failed.,,
France,1839.0,Systemic Crisis,,,
France,1848.0,Banking Crisis,"March 24, 1848: notes from Bank of France and departmental banks declared legal tender; necessity for uniform paper currency led to consolidation of local banks with Bank of France (April 27 and May 2).",,
France,1848.0,Systemic Crisis,,,
France,1867.0,Banking Crisis,Crisis after failure of Credit Mobilier.,,
France,1867.0,Systemic Crisis,,,
France,1868.0,Banking Crisis,Crisis after failure of Credit Mobilier.,,
France,1868.0,Systemic Crisis,,,
France,1878.0,Gold Standard Adoption,,,
France,1881.0,Banking Crisis,,,
France,1881.0,Systemic Crisis,,,
France,1882.0,Banking Crisis,,,
France,1882.0,Systemic Crisis,,,
France,1889.0,Banking Crisis,"France financier's attempt to corner the copper market while the Comptoir d'Escompte discounted copper warrants; product limits broke down and copper prices fell so the Comptoir suffered heavy losses. The head committed suicide, leading to a run—sound assets could not satisfy liquidity demands. Comptoir appealed to Bank of France for help; growth fell by 14% during the crisis.",,
France,1889.0,Systemic Crisis,,,
France,1907.0,Banking Crisis,"Trouble in the United States raised global demand for gold and money; majority of France's losses were in silver to its colonies. As a result, visible impact on GDP growth was mild.",,
France,1907.0,Systemic Crisis,,,
France,1915.0,Gold Standard Suspension,,,
France,1917.0,Inflation Crisis,Inflation level: 24.0,,
France,1919.0,Currency Crisis,,,
France,1920.0,Currency Crisis,,,
France,1920.0,Inflation Crisis,Inflation level: 30.7,,
France,1922.0,Currency Crisis,,,
France,1923.0,Currency Crisis,,,
France,1925.0,Currency Crisis,,,
France,1928.0,Gold Standard Adoption,,,
France,1930.0,Banking Crisis,"Failure of Banque Adam, Boulogne-sur-Her, and Oustric Group. Runs on provincial banks.",,
France,1930.0,Systemic Crisis,,,
France,1931.0,Banking Crisis,Collapse of major investment bank Banque Nationale de Credit (reconstructed as Banque Nationale pour le Commerce et l'Industrie). Other bank failures and bank runs.,,
France,1931.0,Systemic Crisis,,,
France,1932.0,Banking Crisis,"In May 1932, losses of large investment bank Banque de l'Union Parisienne forces merger with Credit Mobilier Francais",,
France,1932.0,Systemic Crisis,,,
France,1936.0,Currency Crisis,,,
France,1936.0,Inflation Crisis,Inflation level: 22.8,,
France,1937.0,Currency Crisis,,,
France,1937.0,Inflation Crisis,Inflation level: 23.4,,
France,1937.0,Gold Standard Suspension,,,
France,1938.0,Currency Crisis,,,
France,1939.0,Currency Crisis,,,
France,1942.0,Currency Crisis,,,
France,1942.0,Inflation Crisis,Inflation level: 23.0,,
France,1943.0,Inflation Crisis,Inflation level: 30.2,,
France,1944.0,Inflation Crisis,Inflation level: 20.0,,
France,1945.0,Inflation Crisis,Inflation level: 61.7,,
France,1946.0,Currency Crisis,,,
France,1946.0,Inflation Crisis,Inflation level: 74.0,,
France,1947.0,Inflation Crisis,Inflation level: 56.5,,
France,1948.0,Currency Crisis,,,
France,1948.0,Inflation Crisis,Inflation level: 42.4,,
France,1957.0,Currency Crisis,,,
France,1960.0,Currency Crisis,,,
France,1976.0,Currency Crisis,,,
France,1994.0,Banking Crisis,Crédit Lyonnaise had serious solvency problems.,,
France,1995.0,Banking Crisis,,,
France,2005.0,Currency Crisis,,,
France,2008.0,Banking Crisis,,,
France,2009.0,Banking Crisis,,,
France,2010.0,Banking Crisis,,,
France,2011.0,Banking Crisis,,,
France,2012.0,Banking Crisis,,,
France,2013.0,Banking Crisis,,,
France,2014.0,Banking Crisis,,,
Germany,1802.0,Inflation Crisis,Inflation level: 46.5,,
Germany,1805.0,Inflation Crisis,Inflation level: 34.4,,
Germany,1812.0,Inflation Crisis,Inflation level: 66.4,,
Germany,1813.0,Currency Crisis,,,
Germany,1814.0,Currency Crisis,,,
Germany,1815.0,Currency Crisis,,,
Germany,1816.0,Inflation Crisis,Inflation level: 66.2,,
Germany,1817.0,Inflation Crisis,Inflation level: 63.6,,
Germany,1827.0,Inflation Crisis,Inflation level: 22.2,,
Germany,1828.0,Inflation Crisis,Inflation level: 30.9,,
Germany,1838.0,Inflation Crisis,Inflation level: 22.6,,
Germany,1846.0,Inflation Crisis,Inflation level: 25.7,,
Germany,1847.0,Inflation Crisis,Inflation level: 20.8,,
Germany,1851.0,Inflation Crisis,Inflation level: 26.3,,
Germany,1854.0,Inflation Crisis,Inflation level: 28.3,,
Germany,1857.0,Banking Crisis,"Hamburg Bank: rescued by Austrian National Bank; restored confidence, dispelled crisis; repaid loan in six months.",,
Germany,1857.0,Systemic Crisis,,,
Germany,1862.0,Currency Crisis,,,
Germany,1863.0,Currency Crisis,,,
Germany,1867.0,Inflation Crisis,Inflation level: 20.6,,
Germany,1871.0,Gold Standard Adoption,,,
Germany,1880.0,Banking Crisis,,,
Germany,1880.0,Systemic Crisis,,,
Germany,1901.0,Banking Crisis,"Triggered by Russia's crisis; stock prices in Berlin fell by 61%; hit mortgage banks first, but discount banks provided liquidity. Dresdner Creditanstalt, Bank of Leipzig, and Leipzig Bank failed. Modest slowdown in the rate of growth.",,
Germany,1915.0,Inflation Crisis,Inflation level: 36.6,,
Germany,1915.0,Gold Standard Suspension,,,
Germany,1916.0,Inflation Crisis,Inflation level: 35.3,,
Germany,1918.0,Currency Crisis,,,
Germany,1919.0,Currency Crisis,,,
Germany,1919.0,Inflation Crisis,Inflation level: 82.0,,
Germany,1920.0,Currency Crisis,,,
Germany,1920.0,Inflation Crisis,Inflation level: 76.3,,
Germany,1921.0,Currency Crisis,,,
